Job ID,Suggestions,Resume ID,Match Score,Apply Link,Job Skills,Resume Experience,Resume Skills,Score,Job Experience,Job Education
og_iC-iAUIkAAAAAAAAAAA==,"['solution', 'operational', 'requirement', 'work', 'consumer', 'experience', 'prefer', 'we', 'sql', 'what']",730,0.14832134799675983,https://www.karkidi.com/job-details/29217-copy-of-operations-data-analyst-ecomm-focus-job,['Python Programming'],30.0,"['python', 'machine learning', 'sql']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
ThBZE1jJUvgAAAAAAAAAAA==,"['learning', 'machine', 'machine learning', 'experimentation', 'science', 'analysis', 'team', 'global', 'publishing', 'datum']",730,0.13819877534251349,https://www.karkidi.com/job-details/24269-data-science-intern-machine-learning-and-analytics-job,['Natural Language Processing (NLP)'],30.0,"['python', 'machine learning', 'sql']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': True}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
OwHcvIV4e6AAAAAAAAAAAA==,"['analytic', 'college', 'day', 'marketing', 'problem', 'role', 'knowledge', 'datum', 'you', 'red bull']",730,0.11889861807385813,https://www.karkidi.com/job-details/20427-summer-intern-data-science-job,['Data Analytics'],30.0,"['python', 'machine learning', 'sql']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
WOFxVN6b8qAAAAAAAAAAAA==,"['30 hr', '30 hr w2', 'analyst', 'analyst location', 'analyst location costa', 'ba', 'ba bs', 'ba bs degree', 'bs', 'pivot tables']",730,0.10992895258520159,https://www.dice.com/job-detail/a9146d83-4984-4b87-b4f4-76b61f50bf2e,"['Data Analyst', 'Excel', 'Macros', 'Pivot Tables', 'Strong communication skills', 'communication skills']",30.0,"['python', 'machine learning', 'sql']",0.5,"{'no_experience_required': False, 'required_experience_in_months': 24, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': True, 'professional_certification_mentioned': False}"
zS6k6mqsUeIAAAAAAAAAAA==,"['intern', 'exposure', 'gain', 'opportunity', 'program', 'internship', 'pnc', 'datum', 'interns', 'amg']",730,0.08939371487494079,https://www.karkidi.com/job-details/31403-data-analytics-undergraduate-intern-job,['R Programming'],30.0,"['python', 'machine learning', 'sql']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
2CXqE5ABGZQAAAAAAAAAAA==,"['data', 'experience', 'include', 'key', 'datum', 'key technology', 'key technology include', 'python', 'technology', 'technology include']",475,0.1138752279510563,https://www.karkidi.com/job-details/30975-data-analyst-ii-job,['C++'],63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': 48, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
og_iC-iAUIkAAAAAAAAAAA==,"['client', 'solution', 'database', 'operational', 'work', 'business', 'consumer', 'experience', 'prefer', 'we']",475,0.10308371741015433,https://www.karkidi.com/job-details/29217-copy-of-operations-data-analyst-ecomm-focus-job,['Python Programming'],63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
D36x3sAh70iIUQrmAAAAAA==,"['work', 'consumer', 'business', 'experience', 'text', 'behavior', 'culture', 'science', 'purpose', 'datum']",475,0.07613904142133555,https://www.karkidi.com/job-details/36622-data-analytics-intern-global-tech-consumer-research-job,['Data science techniques'],63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': True}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
MSejxpWmpGkAAAAAAAAAAA==,"['information', 'develop', 'platform', 'risk', 'technology', 'key', 'conduent', 'datum', 'grc', 'grc platform']",475,0.07608052924162878,https://www.karkidi.com/job-details/27959-power-bi-data-analyst-job,['IT Security'],63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': True}"
WXxd__DPX1kAAAAAAAAAAA==,"['application', 'experience', 'job', 'process', 'entry', 'cbo', 'cbo develop', 'cbo develop application', 'datum', 'datum entry']",475,0.06640917710450228,https://www.dice.com/job-detail/33bf679c-584f-47b3-8e44-145f6811a00f,"['Data Analyst', 'Clinical Business Operations']",63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': 12, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': True}"
zS6k6mqsUeIAAAAAAAAAAA==,"['business', 'intern', 'data', 'exposure', 'gain', 'opportunity', 'program', 'internship', 'pnc', 'datum']",475,0.0492559417162964,https://www.karkidi.com/job-details/31403-data-analytics-undergraduate-intern-job,['R Programming'],63.0,"['python', 'sql', 'javascript', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
7Gh4qC1qLXQAAAAAAAAAAA==,"['data', 'analysis', 'experience', 'remediation', 'business', 'aston', 'carter', 'advanced', 'aston carter', 'datum']",475,0.10505288337963153,https://careers.astoncarter.com/us/en/job/JP-003753081/Senior-Lead-Analytics-Consultant,"['Data Management', 'Analytics', 'Data Analytics', 'Data Driven', 'Data Integrity', 'Big Data', 'Analytical', 'SAS', 'Advanced SQL', 'Consulting Firm', 'sql', 'SharePoint', 'Innovative Solutions', 'data analyses', 'Documentation', 'Jira', 'Structured', 'Design Analysis', 'Applications', 'Hybrid', 'Running', 'Testing', 'Whatsapp', 'Requirements Development', 'Application Process', 'Code Development', 'Leadership', 'Presentations', 'Ownership', 'Dedicated', 'Analytics Consultant', 'Big Data Analytics Consultant', 'Senior Business Intelligence Consultant', 'Manager - Business Analytics', 'Senior Business Analyst & Qa Lead', 'Senior Business Analyst', 'Senior Analyst - Data Science Division', 'Business Analyst & Data Analyst', 'Senior Associate - Business Operations & Analytics', 'Senior Analyst']",63.0,"['python', 'sql', 'javascript', 'html']",0.4583333333333333,"{'no_experience_required': False, 'required_experience_in_months': 72, 'experience_mentioned': True, 'experience_preferred': True}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': False, 'degree_preferred': False, 'professional_certification_mentioned': False}"
3DaGC6V4ZVUAAAAAAAAAAA==,"['model', 'statistical', 'base', 'analytical', 'demand', 'experience', 'design', 'technical', 'datum', 'ibm']",385,0.07247187326122982,https://www.karkidi.com/job-details/15613-entry-level-data-scientist-job,['Python Programming'],0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
og_iC-iAUIkAAAAAAAAAAA==,"['client', 'solution', 'database', 'operational', 'requirement', 'work', 'business', 'consumer', 'experience', 'prefer']",385,0.06724193889678917,https://www.karkidi.com/job-details/29217-copy-of-operations-data-analyst-ecomm-focus-job,['Python Programming'],0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
OwHcvIV4e6AAAAAAAAAAAA==,"['data', 'analytic', 'college', 'day', 'marketing', 'problem', 'role', 'business', 'knowledge', 'datum']",385,0.02895832359976493,https://www.karkidi.com/job-details/20427-summer-intern-data-science-job,['Data Analytics'],0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
X11Qe0IYm-YAAAAAAAAAAA==,"['team', 'accounting', 'bring', 'trading', 'analyst', 'analyst middle', 'analyst middle office', 'middle', 'middle office', 'office']",385,0.02390535003630522,https://www.efinancialcareers.ie/jobs-USA-IL-Chicago-Data_Analyst_-_Middle_Office.id19506351,"['P&L', 'Comdisco Continue', 'Accounting', 'Management', 'Financial', 'Research', 'Python Programming Language', 'Risk Management']",0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
2CXqE5ABGZQAAAAAAAAAAA==,"['data', 'experience', 'include', 'key', 'datum', 'key technology', 'key technology include', 'python', 'technology', 'technology include']",385,0.07920857574799074,https://www.karkidi.com/job-details/30975-data-analyst-ii-job,['C++'],0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.16666666666666666,"{'no_experience_required': False, 'required_experience_in_months': 48, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
WXxd__DPX1kAAAAAAAAAAA==,"['application', 'experience', 'job', 'process', 'entry', 'cbo', 'cbo develop', 'cbo develop application', 'datum', 'datum entry']",385,0.05107790639809984,https://www.dice.com/job-detail/33bf679c-584f-47b3-8e44-145f6811a00f,"['Data Analyst', 'Clinical Business Operations']",0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.16666666666666666,"{'no_experience_required': False, 'required_experience_in_months': 12, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': True}"
_PiPxZC_IooAAAAAAAAAAA==,"['client', 'business', 'data', 'lead', 'solution', 'experience', 'analytic', 'technical', 'datum', 'ibm']",385,0.049841214584602785,https://www.karkidi.com/job-details/35611-data-scientist-2023-entry-level-sales-job,['C++'],0.0,"['java', 'javascript', 'jquery', 'css', 'html']",0.16666666666666666,"{'no_experience_required': False, 'required_experience_in_months': 12, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': True, 'professional_certification_mentioned': False}"
HfFFFpyPoL8AAAAAAAAAAA==,"['team', 'ai', 'lead', 'organization', 'ability', 'analytic', 'time', 'value', 'brand', 'datum']",150,0.08520167615973095,https://www.karkidi.com/job-details/29018-data-analytics-and-ai-lead-brand-marketing-and-insights-job,['Cloud computing'],28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': True, 'professional_certification_mentioned': False}"
OwHcvIV4e6AAAAAAAAAAAA==,"['data', 'analytic', 'college', 'day', 'marketing', 'problem', 'role', 'business', 'knowledge', 'datum']",150,0.06743321332854968,https://www.karkidi.com/job-details/20427-summer-intern-data-science-job,['Data Analytics'],28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
D36x3sAh70iIUQrmAAAAAA==,"['work', 'consumer', 'business', 'experience', 'text', 'behavior', 'culture', 'science', 'purpose', 'datum']",150,0.0506961386614711,https://www.karkidi.com/job-details/36622-data-analytics-intern-global-tech-consumer-research-job,['Data science techniques'],28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': True}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
X11Qe0IYm-YAAAAAAAAAAA==,"['team', 'accounting', 'bring', 'trading', 'analyst', 'analyst middle', 'analyst middle office', 'middle', 'middle office', 'office']",150,0.04708190294833712,https://www.efinancialcareers.ie/jobs-USA-IL-Chicago-Data_Analyst_-_Middle_Office.id19506351,"['P&L', 'Comdisco Continue', 'Accounting', 'Management', 'Financial', 'Research', 'Python Programming Language', 'Risk Management']",28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
3DaGC6V4ZVUAAAAAAAAAAA==,"['model', 'statistical', 'base', 'analytical', 'demand', 'experience', 'technical', 'datum', 'ibm', 'you']",150,0.0372860947878111,https://www.karkidi.com/job-details/15613-entry-level-data-scientist-job,['Python Programming'],28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
WOFxVN6b8qAAAAAAAAAAAA==,"['30', '30 hr', '30 hr w2', 'analyst', 'analyst location', 'analyst location costa', 'ba', 'ba bs', 'ba bs degree', 'bs']",150,0.01665055638523743,https://www.dice.com/job-detail/a9146d83-4984-4b87-b4f4-76b61f50bf2e,"['Data Analyst', 'Excel', 'Macros', 'Pivot Tables', 'Strong communication skills', 'communication skills']",28.0,"['javascript', 'jquery', 'angular']",0.5,"{'no_experience_required': False, 'required_experience_in_months': 24, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': True, 'professional_certification_mentioned': False}"
2CXqE5ABGZQAAAAAAAAAAA==,"['data', 'experience', 'include', 'key', 'datum', 'key technology', 'key technology include', 'python', 'technology', 'technology include']",150,0.049237224340727734,https://www.karkidi.com/job-details/30975-data-analyst-ii-job,['C++'],28.0,"['javascript', 'jquery', 'angular']",0.36111111111111116,"{'no_experience_required': False, 'required_experience_in_months': 48, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
og_iC-iAUIkAAAAAAAAAAA==,"['client', 'solution', 'database', 'operational', 'requirement', 'work', 'business', 'consumer', 'experience', 'prefer']",910,0.04696700066233049,https://www.karkidi.com/job-details/29217-copy-of-operations-data-analyst-ecomm-focus-job,['Python Programming'],0.0,[],0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': False}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
D36x3sAh70iIUQrmAAAAAA==,"['work', 'consumer', 'business', 'experience', 'text', 'behavior', 'culture', 'science', 'purpose', 'datum']",910,0.040957680160821935,https://www.karkidi.com/job-details/36622-data-analytics-intern-global-tech-consumer-research-job,['Data science techniques'],0.0,[],0.5,"{'no_experience_required': False, 'required_experience_in_months': None, 'experience_mentioned': True, 'experience_preferred': True}","{'postgraduate_degree': False, 'professional_certification': False, 'high_school': False, 'associates_degree': False, 'bachelors_degree': False, 'degree_mentioned': True, 'degree_preferred': False, 'professional_certification_mentioned': False}"
